1.0176171747438259e-07,3.137954170692354e-08,2.6120203305803716e-08,8.648281368228634e-08,7.963415967840571e-08,5.680365983790483e-08,3.3526981741765734e-08,8.153512052962394e-09,0.0,0.0
1.068291078549152e-08,4.906237283984303e-07,2.474211977134255e-08,3.195955253536848e-08,1.34851367800143e-07,9.776313338792967e-09,0.0,9.776313338792967e-09,0.0,0.0
0.0,2.162761665856397e-08,1.9364664661947794e-07,3.47151023167011e-08,3.576896106318655e-08,4.158104805211955e-08,1.1936763428746363e-08,0.0,0.0,0.0
2.225701375599998e-08,4.4797150794951143e-08,7.329245526857029e-08,8.875614310788471e-08,8.29529381952895e-08,6.089151680725456e-08,2.0115085492147205e-08,6.05363138874272e-09,1.376414987049941e-08,1.376414987049941e-08
1.0901684139755371e-08,1.7398049508978416e-08,2.5616714186929526e-08,3.8568754274436306e-08,6.051820830951178e-08,4.861572294860819e-08,3.0341244566878914e-09,1.4549474766401197e-08,2.600678105732477e-09,2.600678105732477e-09
0.0,1.9610502183425044e-08,2.4950577419439896e-08,4.604047063493966e-08,7.398074225289213e-08,4.820583467912283e-08,3.8821474567644185e-08,1.8541153989462645e-08,5.408411396135154e-09,5.408411396135154e-09
1.3612268896543911e-08,1.3612268896543911e-08,6.794490756264302e-09,8.925772798852885e-08,1.2945022633096797e-07,1.4294410442899645e-07,1.8131901909020202e-07,8.542743505139147e-08,3.783408127082133e-08,3.783408127082133e-08
0.0,0.0,2.785780761159479e-08,2.6576088808364577e-08,1.5423729474629332e-07,9.46274623231117e-08,1.9902691358907822e-07,1.0390953640619632e-07,3.7933095310379004e-08,3.7933095310379004e-08
0.0,2.8935372824466415e-08,1.5933864150739202e-07,3.2110607366200447e-07,1.4506504606798555e-07,1.6757444651416567e-07,1.7400041889245197e-07,1.4857231780157285e-07,9.087685441931805e-08,9.087685441931805e-08
0.0,2.8935372824466415e-08,1.5933864150739202e-07,3.2110607366200447e-07,1.4506504606798555e-07,1.6757444651416567e-07,1.7400041889245197e-07,1.4857231780157285e-07,9.087685441931805e-08,9.087685441931805e-08
