5.407481947071605e-06,4.05108741975636e-07,3.1377315957103664e-07,4.48193183603958e-07,4.3069476563358083e-07,1.2847076460066016e-07,2.2356071845695728e-08,3.5459398311007807e-09,0.0,0.0
2.3476924022945704e-07,6.108330295822843e-06,2.7744416038423556e-07,4.164278840959619e-07,4.771788824489617e-07,2.119023547852258e-07,1.5074612875057346e-08,9.776313338792967e-09,0.0,0.0
0.0,1.528193133127103e-07,5.857916859763192e-07,9.576004640596344e-08,3.603818690307148e-08,1.559890083014289e-08,0.0,0.0,0.0,0.0
4.114597253230662e-08,6.535003083097961e-09,6.05363138874272e-09,3.874476963321782e-08,3.783395939048308e-08,9.298617412741377e-09,3.355812394023277e-09,0.0,0.0,0.0
0.0,0.0,9.986603926012713e-09,2.967702015873694e-08,3.7945944214440515e-08,9.840684534437159e-09,1.4295758931502519e-08,9.075413436999026e-09,0.0,0.0
2.6415583046376754e-08,0.0,1.673622309520862e-08,5.0610210246756204e-08,1.5849349827826056e-08,1.438393538052846e-08,1.0566233218550703e-08,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
